order_id,customer_id,store_id,order_date,order_status,payment_method,order_total,created_timestamp,updated_timestamp
51048,4245,10,2026-06-25,Delivered,UPI,11531.37,2026-06-24 22:55:37.656121,2026-06-24 22:55:37.656121
51049,2859,9,2026-06-25,Shipped,Credit Card,7846.25,2026-06-24 22:55:37.656124,2026-06-24 22:55:37.656124
51050,4923,14,2026-06-25,Delivered,UPI,4062.15,2026-06-24 22:55:37.656128,2026-06-24 22:55:37.656128
51051,2964,2,2026-06-25,Delivered,UPI,8885.54,2026-06-24 22:55:37.656131,2026-06-24 22:55:37.656131
51052,2125,18,2026-06-25,Returned,Cash,8555.37,2026-06-24 22:55:37.656135,2026-06-24 22:55:37.656135
51053,2118,23,2026-06-25,Delivered,Debit Card,13397.0,2026-06-24 22:55:37.656138,2026-06-24 22:55:37.656138
51054,3740,26,2026-06-25,Shipped,UPI,10627.37,2026-06-24 22:55:37.656143,2026-06-24 22:55:37.656143
51055,4311,11,2026-06-25,Delivered,Debit Card,6165.21,2026-06-24 22:55:37.656146,2026-06-24 22:55:37.656146
51056,2054,9,2026-06-25,Delivered,Credit Card,3988.41,2026-06-24 22:55:37.656150,2026-06-24 22:55:37.656150
51057,1191,24,2026-06-25,Delivered,Credit Card,8242.92,2026-06-24 22:55:37.656153,2026-06-24 22:55:37.656153
51058,4500,11,2026-06-25,Processing,Credit Card,6717.1,2026-06-24 22:55:37.656156,2026-06-24 22:55:37.656156
51059,2752,9,2026-06-25,Delivered,Credit Card,635.13,2026-06-24 22:55:37.656160,2026-06-24 22:55:37.656160
51060,860,48,2026-06-25,Delivered,UPI,9709.05,2026-06-24 22:55:37.656163,2026-06-24 22:55:37.656163
51061,752,24,2026-06-25,Delivered,Credit Card,6501.87,2026-06-24 22:55:37.656166,2026-06-24 22:55:37.656166
51062,2764,42,2026-06-25,Shipped,Cash,12394.17,2026-06-24 22:55:37.656170,2026-06-24 22:55:37.656170
51063,520,41,2026-06-25,Processing,UPI,6209.5,2026-06-24 22:55:37.656173,2026-06-24 22:55:37.656173
51064,4446,14,2026-06-25,Delivered,Cash,10229.43,2026-06-24 22:55:37.656178,2026-06-24 22:55:37.656178
51065,4349,19,2026-06-25,Delivered,UPI,4246.78,2026-06-24 22:55:37.656181,2026-06-24 22:55:37.656181
51066,4687,36,2026-06-25,Delivered,UPI,13140.2,2026-06-24 22:55:37.656184,2026-06-24 22:55:37.656184
51067,4746,10,2026-06-25,Delivered,Credit Card,10200.14,2026-06-24 22:55:37.656188,2026-06-24 22:55:37.656188
51068,1878,18,2026-06-25,Delivered,UPI,1494.14,2026-06-24 22:55:37.656191,2026-06-24 22:55:37.656191
51069,728,44,2026-06-25,Delivered,UPI,9110.8,2026-06-24 22:55:37.656195,2026-06-24 22:55:37.656195
51070,4029,2,2026-06-25,Delivered,UPI,1891.09,2026-06-24 22:55:37.656198,2026-06-24 22:55:37.656198
51071,2645,23,2026-06-25,Delivered,Credit Card,10527.11,2026-06-24 22:55:37.656202,2026-06-24 22:55:37.656202
51072,4212,49,2026-06-25,Delivered,UPI,2109.76,2026-06-24 22:55:37.656205,2026-06-24 22:55:37.656205
51073,363,38,2026-06-25,Delivered,UPI,5986.48,2026-06-24 22:55:37.656208,2026-06-24 22:55:37.656208
51074,658,6,2026-06-25,Delivered,UPI,12355.35,2026-06-24 22:55:37.656212,2026-06-24 22:55:37.656212
51075,1910,42,2026-06-25,Delivered,UPI,1391.03,2026-06-24 22:55:37.656215,2026-06-24 22:55:37.656215
51076,2141,6,2026-06-25,Processing,UPI,5776.0,2026-06-24 22:55:37.656218,2026-06-24 22:55:37.656218
51077,4457,19,2026-06-25,Shipped,UPI,9735.82,2026-06-24 22:55:37.656223,2026-06-24 22:55:37.656223
51078,4407,15,2026-06-25,Delivered,Credit Card,2582.9,2026-06-24 22:55:37.656226,2026-06-24 22:55:37.656226
51079,273,27,2026-06-25,Shipped,UPI,4646.78,2026-06-24 22:55:37.656229,2026-06-24 22:55:37.656229
51080,2876,2,2026-06-25,Delivered,Credit Card,10852.35,2026-06-24 22:55:37.656233,2026-06-24 22:55:37.656233
51081,994,47,2026-06-25,Shipped,Credit Card,12400.14,2026-06-24 22:55:37.656236,2026-06-24 22:55:37.656236
51082,2313,34,2026-06-25,Delivered,UPI,14684.55,2026-06-24 22:55:37.656239,2026-06-24 22:55:37.656239
51083,989,15,2026-06-25,Delivered,Net Banking,2727.93,2026-06-24 22:55:37.656243,2026-06-24 22:55:37.656243
51084,2002,49,2026-06-25,Delivered,UPI,12983.64,2026-06-24 22:55:37.656248,2026-06-24 22:55:37.656248
51085,1444,33,2026-06-25,Delivered,UPI,14264.03,2026-06-24 22:55:37.656251,2026-06-24 22:55:37.656251
51086,4882,12,2026-06-25,Delivered,UPI,11856.83,2026-06-24 22:55:37.656255,2026-06-24 22:55:37.656255
51087,4601,44,2026-06-25,Delivered,UPI,14962.6,2026-06-24 22:55:37.656258,2026-06-24 22:55:37.656258
51088,4612,28,2026-06-25,Delivered,Debit Card,7879.59,2026-06-24 22:55:37.656261,2026-06-24 22:55:37.656261
51089,4378,41,2026-06-25,Delivered,Credit Card,5116.52,2026-06-24 22:55:37.656264,2026-06-24 22:55:37.656264
51090,2070,47,2026-06-25,Delivered,Debit Card,12878.98,2026-06-24 22:55:37.656268,2026-06-24 22:55:37.656268
51091,391,13,2026-06-25,Delivered,Credit Card,14906.17,2026-06-24 22:55:37.656272,2026-06-24 22:55:37.656272
51092,999,43,2026-06-25,Shipped,UPI,12450.63,2026-06-24 22:55:37.656275,2026-06-24 22:55:37.656275
51093,3215,1,2026-06-25,Cancelled,Credit Card,14045.64,2026-06-24 22:55:37.656278,2026-06-24 22:55:37.656278
51094,790,32,2026-06-25,Delivered,UPI,1372.78,2026-06-24 22:55:37.656282,2026-06-24 22:55:37.656282
51095,171,8,2026-06-25,Delivered,UPI,593.67,2026-06-24 22:55:37.656285,2026-06-24 22:55:37.656285
51096,3480,38,2026-06-25,Cancelled,UPI,3798.92,2026-06-24 22:55:37.656288,2026-06-24 22:55:37.656288
51097,3407,30,2026-06-25,Delivered,Credit Card,13944.72,2026-06-24 22:55:37.656292,2026-06-24 22:55:37.656292
51098,174,31,2026-06-25,Delivered,Debit Card,2326.75,2026-06-24 22:55:37.656295,2026-06-24 22:55:37.656295
51099,2128,4,2026-06-25,Shipped,UPI,12824.18,2026-06-24 22:55:37.656299,2026-06-24 22:55:37.656299
51100,3719,29,2026-06-25,Delivered,Credit Card,6276.73,2026-06-24 22:55:37.656302,2026-06-24 22:55:37.656302
51101,3117,19,2026-06-25,Delivered,Credit Card,12090.69,2026-06-24 22:55:37.656305,2026-06-24 22:55:37.656305
51102,2113,27,2026-06-25,Cancelled,Credit Card,1081.84,2026-06-24 22:55:37.656312,2026-06-24 22:55:37.656312
51103,4419,33,2026-06-25,Delivered,Credit Card,11581.42,2026-06-24 22:55:37.656316,2026-06-24 22:55:37.656316
51104,1799,17,2026-06-25,Processing,UPI,13427.6,2026-06-24 22:55:37.656319,2026-06-24 22:55:37.656319
51105,4320,28,2026-06-25,Delivered,Credit Card,9927.95,2026-06-24 22:55:37.656322,2026-06-24 22:55:37.656322
51106,193,43,2026-06-25,Delivered,Debit Card,10225.78,2026-06-24 22:55:37.656326,2026-06-24 22:55:37.656326
51107,4819,39,2026-06-25,Delivered,UPI,10320.57,2026-06-24 22:55:37.656329,2026-06-24 22:55:37.656329
51108,204,38,2026-06-25,Delivered,Debit Card,5108.2,2026-06-24 22:55:37.656333,2026-06-24 22:55:37.656333
51109,2991,4,2026-06-25,Delivered,Net Banking,10031.97,2026-06-24 22:55:37.656336,2026-06-24 22:55:37.656336
51110,2513,10,2026-06-25,Delivered,UPI,14079.12,2026-06-24 22:55:37.656340,2026-06-24 22:55:37.656340
51111,2954,47,2026-06-25,Delivered,UPI,8222.43,2026-06-24 22:55:37.656343,2026-06-24 22:55:37.656343
51112,153,33,2026-06-25,Delivered,UPI,5418.66,2026-06-24 22:55:37.656347,2026-06-24 22:55:37.656347
51113,3924,39,2026-06-25,Delivered,UPI,2399.6,2026-06-24 22:55:37.656350,2026-06-24 22:55:37.656350
51114,661,15,2026-06-25,Delivered,Credit Card,8840.02,2026-06-24 22:55:37.656353,2026-06-24 22:55:37.656353
51115,4328,18,2026-06-25,Delivered,UPI,4784.82,2026-06-24 22:55:37.656357,2026-06-24 22:55:37.656357
51116,4418,18,2026-06-25,Delivered,Debit Card,9810.24,2026-06-24 22:55:37.656362,2026-06-24 22:55:37.656362
51117,2211,3,2026-06-25,Delivered,Credit Card,6611.38,2026-06-24 22:55:37.656365,2026-06-24 22:55:37.656365
51118,4252,36,2026-06-25,Delivered,Debit Card,2626.0,2026-06-24 22:55:37.656369,2026-06-24 22:55:37.656369
51119,3156,50,2026-06-25,Delivered,Net Banking,1109.62,2026-06-24 22:55:37.656372,2026-06-24 22:55:37.656372
51120,4771,48,2026-06-25,Delivered,UPI,13933.35,2026-06-24 22:55:37.656376,2026-06-24 22:55:37.656376
51121,1716,7,2026-06-25,Delivered,Net Banking,7373.38,2026-06-24 22:55:37.656379,2026-06-24 22:55:37.656379
51122,1209,41,2026-06-25,Delivered,Credit Card,2500.12,2026-06-24 22:55:37.656382,2026-06-24 22:55:37.656382
51123,702,23,2026-06-25,Processing,UPI,4964.49,2026-06-24 22:55:37.656386,2026-06-24 22:55:37.656386
51124,2676,38,2026-06-25,Shipped,Credit Card,776.35,2026-06-24 22:55:37.656389,2026-06-24 22:55:37.656389
51125,515,11,2026-06-25,Delivered,UPI,14433.96,2026-06-24 22:55:37.656393,2026-06-24 22:55:37.656393
51126,533,27,2026-06-25,Delivered,UPI,6787.37,2026-06-24 22:55:37.656398,2026-06-24 22:55:37.656398
51127,2313,21,2026-06-25,Delivered,Credit Card,10280.79,2026-06-24 22:55:37.656402,2026-06-24 22:55:37.656402
51128,4667,7,2026-06-25,Delivered,UPI,1589.99,2026-06-24 22:55:37.656406,2026-06-24 22:55:37.656406
51129,754,43,2026-06-25,Delivered,UPI,13013.62,2026-06-24 22:55:37.656409,2026-06-24 22:55:37.656409
51130,3483,48,2026-06-25,Delivered,UPI,14663.18,2026-06-24 22:55:37.656412,2026-06-24 22:55:37.656412
51131,3300,45,2026-06-25,Processing,Cash,4634.43,2026-06-24 22:55:37.656416,2026-06-24 22:55:37.656416
51132,4376,45,2026-06-25,Delivered,UPI,9034.99,2026-06-24 22:55:37.656419,2026-06-24 22:55:37.656419
51133,4625,18,2026-06-25,Delivered,Net Banking,9016.07,2026-06-24 22:55:37.656422,2026-06-24 22:55:37.656422
51134,4886,24,2026-06-25,Delivered,Debit Card,8055.9,2026-06-24 22:55:37.656426,2026-06-24 22:55:37.656426
51135,2571,34,2026-06-25,Returned,UPI,5134.16,2026-06-24 22:55:37.656429,2026-06-24 22:55:37.656429
51136,4650,32,2026-06-25,Delivered,Cash,14022.34,2026-06-24 22:55:37.656433,2026-06-24 22:55:37.656433
51137,1723,46,2026-06-25,Delivered,Net Banking,14097.73,2026-06-24 22:55:37.656436,2026-06-24 22:55:37.656436
51138,1354,4,2026-06-25,Cancelled,Credit Card,9980.57,2026-06-24 22:55:37.656439,2026-06-24 22:55:37.656439
51139,4431,46,2026-06-25,Shipped,UPI,5023.05,2026-06-24 22:55:37.656444,2026-06-24 22:55:37.656444
51140,1097,13,2026-06-25,Delivered,UPI,13867.53,2026-06-24 22:55:37.656447,2026-06-24 22:55:37.656447
51141,861,43,2026-06-25,Delivered,UPI,3409.93,2026-06-24 22:55:37.656452,2026-06-24 22:55:37.656452
51142,2803,1,2026-06-25,Returned,UPI,3442.38,2026-06-24 22:55:37.656455,2026-06-24 22:55:37.656455
51143,610,25,2026-06-25,Delivered,UPI,11984.34,2026-06-24 22:55:37.656459,2026-06-24 22:55:37.656459
51144,4892,15,2026-06-25,Delivered,Cash,751.65,2026-06-24 22:55:37.656462,2026-06-24 22:55:37.656462
51145,1587,23,2026-06-25,Delivered,UPI,14406.73,2026-06-24 22:55:37.656465,2026-06-24 22:55:37.656465
51146,663,29,2026-06-25,Delivered,UPI,1112.65,2026-06-24 22:55:37.656468,2026-06-24 22:55:37.656468
51147,1527,17,2026-06-25,Delivered,UPI,10680.04,2026-06-24 22:55:37.656472,2026-06-24 22:55:37.656472
51148,701,14,2026-06-25,Delivered,Debit Card,12807.31,2026-06-24 22:55:37.656477,2026-06-24 22:55:37.656477
51149,4742,10,2026-06-25,Delivered,Net Banking,10461.12,2026-06-24 22:55:37.656480,2026-06-24 22:55:37.656480
51150,4634,7,2026-06-25,Delivered,UPI,11895.8,2026-06-24 22:55:37.656483,2026-06-24 22:55:37.656483
51151,37,50,2026-06-25,Delivered,Debit Card,13649.59,2026-06-24 22:55:37.656487,2026-06-24 22:55:37.656487
51152,3418,7,2026-06-25,Shipped,Net Banking,11486.83,2026-06-24 22:55:37.656490,2026-06-24 22:55:37.656490
51153,2519,15,2026-06-25,Shipped,UPI,8408.88,2026-06-24 22:55:37.656493,2026-06-24 22:55:37.656493
51154,1247,6,2026-06-25,Delivered,UPI,10943.94,2026-06-24 22:55:37.656497,2026-06-24 22:55:37.656497
51155,3323,17,2026-06-25,Delivered,UPI,598.02,2026-06-24 22:55:37.656500,2026-06-24 22:55:37.656500
51156,1276,39,2026-06-25,Delivered,UPI,4370.49,2026-06-24 22:55:37.656503,2026-06-24 22:55:37.656503
51157,3591,10,2026-06-25,Delivered,UPI,4093.53,2026-06-24 22:55:37.656507,2026-06-24 22:55:37.656507
51158,3761,2,2026-06-25,Delivered,UPI,3369.84,2026-06-24 22:55:37.656511,2026-06-24 22:55:37.656511
51159,253,16,2026-06-25,Shipped,Credit Card,893.61,2026-06-24 22:55:37.656514,2026-06-24 22:55:37.656514
51160,1282,34,2026-06-25,Delivered,UPI,14137.78,2026-06-24 22:55:37.656517,2026-06-24 22:55:37.656517
51161,750,11,2026-06-25,Delivered,Net Banking,12504.83,2026-06-24 22:55:37.656521,2026-06-24 22:55:37.656521
51162,4647,6,2026-06-25,Delivered,Credit Card,14502.61,2026-06-24 22:55:37.656524,2026-06-24 22:55:37.656524
51163,3611,1,2026-06-25,Cancelled,UPI,5774.62,2026-06-24 22:55:37.656527,2026-06-24 22:55:37.656527
51164,322,22,2026-06-25,Delivered,Debit Card,3207.52,2026-06-24 22:55:37.656531,2026-06-24 22:55:37.656531
51165,4000,13,2026-06-25,Delivered,Credit Card,14729.51,2026-06-24 22:55:37.656534,2026-06-24 22:55:37.656534
51166,719,22,2026-06-25,Delivered,UPI,10723.79,2026-06-24 22:55:37.656539,2026-06-24 22:55:37.656539
51167,2983,8,2026-06-25,Delivered,Net Banking,3072.97,2026-06-24 22:55:37.656542,2026-06-24 22:55:37.656542
51168,2136,18,2026-06-25,Processing,Credit Card,5235.38,2026-06-24 22:55:37.656546,2026-06-24 22:55:37.656546
51169,549,36,2026-06-25,Delivered,Credit Card,6924.73,2026-06-24 22:55:37.656549,2026-06-24 22:55:37.656549
51170,1831,31,2026-06-25,Delivered,Debit Card,12872.4,2026-06-24 22:55:37.656553,2026-06-24 22:55:37.656553
51171,2859,5,2026-06-25,Shipped,UPI,10317.96,2026-06-24 22:55:37.656556,2026-06-24 22:55:37.656556
51172,2516,35,2026-06-25,Delivered,UPI,12661.49,2026-06-24 22:55:37.656559,2026-06-24 22:55:37.656559
51173,1539,27,2026-06-25,Processing,Net Banking,10907.72,2026-06-24 22:55:37.656562,2026-06-24 22:55:37.656562
51174,4679,15,2026-06-25,Delivered,UPI,5055.91,2026-06-24 22:55:37.656566,2026-06-24 22:55:37.656566
51175,1187,47,2026-06-25,Shipped,Debit Card,3314.05,2026-06-24 22:55:37.656569,2026-06-24 22:55:37.656569
51176,4032,42,2026-06-25,Returned,Credit Card,4107.77,2026-06-24 22:55:37.656573,2026-06-24 22:55:37.656573
51177,364,12,2026-06-25,Delivered,Net Banking,14918.9,2026-06-24 22:55:37.656576,2026-06-24 22:55:37.656576
51178,4899,17,2026-06-25,Delivered,Debit Card,12641.68,2026-06-24 22:55:37.656579,2026-06-24 22:55:37.656579
51179,4111,1,2026-06-25,Delivered,UPI,4963.18,2026-06-24 22:55:37.656583,2026-06-24 22:55:37.656583
51180,2544,40,2026-06-25,Delivered,UPI,5230.08,2026-06-24 22:55:37.656586,2026-06-24 22:55:37.656586
51181,466,40,2026-06-25,Delivered,UPI,9148.95,2026-06-24 22:55:37.656589,2026-06-24 22:55:37.656589
51182,1631,24,2026-06-25,Delivered,Credit Card,11653.95,2026-06-24 22:55:37.656593,2026-06-24 22:55:37.656593
51183,5016,39,2026-06-25,Delivered,Credit Card,12939.11,2026-06-24 22:55:37.656596,2026-06-24 22:55:37.656596
51184,797,38,2026-06-25,Delivered,UPI,1023.93,2026-06-24 22:55:37.656599,2026-06-24 22:55:37.656599
51185,311,45,2026-06-25,Delivered,Debit Card,7865.32,2026-06-24 22:55:37.656603,2026-06-24 22:55:37.656603
51186,4048,32,2026-06-25,Delivered,UPI,3653.48,2026-06-24 22:55:37.656606,2026-06-24 22:55:37.656606
51187,3201,7,2026-06-25,Delivered,Cash,1770.82,2026-06-24 22:55:37.656610,2026-06-24 22:55:37.656610
51188,4703,30,2026-06-25,Delivered,Debit Card,1560.15,2026-06-24 22:55:37.656613,2026-06-24 22:55:37.656613
51189,1455,28,2026-06-25,Delivered,Credit Card,2610.62,2026-06-24 22:55:37.656616,2026-06-24 22:55:37.656616
51190,1992,35,2026-06-25,Delivered,Credit Card,14071.66,2026-06-24 22:55:37.656620,2026-06-24 22:55:37.656620
51191,2302,14,2026-06-25,Delivered,UPI,4661.15,2026-06-24 22:55:37.656623,2026-06-24 22:55:37.656623
51192,4077,33,2026-06-25,Delivered,UPI,10628.97,2026-06-24 22:55:37.656626,2026-06-24 22:55:37.656626
51193,1936,7,2026-06-25,Cancelled,Credit Card,5413.93,2026-06-24 22:55:37.656630,2026-06-24 22:55:37.656630
51194,4016,2,2026-06-25,Delivered,Credit Card,5697.63,2026-06-24 22:55:37.656633,2026-06-24 22:55:37.656633
51195,4316,35,2026-06-25,Delivered,Credit Card,11407.54,2026-06-24 22:55:37.656636,2026-06-24 22:55:37.656636
51196,4178,41,2026-06-25,Processing,UPI,728.19,2026-06-24 22:55:37.656640,2026-06-24 22:55:37.656640
51197,4223,15,2026-06-25,Delivered,UPI,3007.13,2026-06-24 22:55:37.656643,2026-06-24 22:55:37.656643
51198,1663,22,2026-06-25,Delivered,Credit Card,4140.9,2026-06-24 22:55:37.656646,2026-06-24 22:55:37.656646
51199,3795,30,2026-06-25,Cancelled,Cash,1182.49,2026-06-24 22:55:37.656650,2026-06-24 22:55:37.656650
51200,961,15,2026-06-25,Delivered,UPI,4000.84,2026-06-24 22:55:37.656653,2026-06-24 22:55:37.656653
51201,300,40,2026-06-25,Delivered,UPI,3197.39,2026-06-24 22:55:37.656661,2026-06-24 22:55:37.656661
51202,1357,36,2026-06-25,Processing,UPI,8201.56,2026-06-24 22:55:37.656665,2026-06-24 22:55:37.656665
51203,4141,38,2026-06-25,Delivered,UPI,13625.45,2026-06-24 22:55:37.656668,2026-06-24 22:55:37.656668
51204,880,22,2026-06-25,Cancelled,Debit Card,5868.16,2026-06-24 22:55:37.656672,2026-06-24 22:55:37.656672
51205,3971,48,2026-06-25,Delivered,Credit Card,14418.84,2026-06-24 22:55:37.656676,2026-06-24 22:55:37.656676
51206,1631,4,2026-06-25,Delivered,Net Banking,5324.79,2026-06-24 22:55:37.656680,2026-06-24 22:55:37.656680
51207,502,46,2026-06-25,Delivered,UPI,14782.9,2026-06-24 22:55:37.656683,2026-06-24 22:55:37.656683
51208,2602,32,2026-06-25,Delivered,UPI,8321.53,2026-06-24 22:55:37.656686,2026-06-24 22:55:37.656686
51209,3188,5,2026-06-25,Delivered,UPI,4071.25,2026-06-24 22:55:37.656690,2026-06-24 22:55:37.656690
51210,4904,29,2026-06-25,Delivered,UPI,3173.17,2026-06-24 22:55:37.656693,2026-06-24 22:55:37.656693
51211,1086,42,2026-06-25,Delivered,Credit Card,3897.59,2026-06-24 22:55:37.656697,2026-06-24 22:55:37.656697
51212,2961,12,2026-06-25,Delivered,UPI,12048.37,2026-06-24 22:55:37.656702,2026-06-24 22:55:37.656702
51213,126,48,2026-06-25,Delivered,Credit Card,13016.83,2026-06-24 22:55:37.656705,2026-06-24 22:55:37.656705
51214,1229,24,2026-06-25,Shipped,Net Banking,1564.77,2026-06-24 22:55:37.656709,2026-06-24 22:55:37.656709
51215,47,27,2026-06-25,Delivered,Debit Card,11980.84,2026-06-24 22:55:37.656712,2026-06-24 22:55:37.656712
51216,2984,11,2026-06-25,Delivered,Debit Card,6560.24,2026-06-24 22:55:37.656716,2026-06-24 22:55:37.656716
51217,3020,28,2026-06-25,Delivered,Net Banking,11668.38,2026-06-24 22:55:37.656720,2026-06-24 22:55:37.656720
51218,243,29,2026-06-25,Delivered,UPI,12828.36,2026-06-24 22:55:37.656724,2026-06-24 22:55:37.656724
51219,3231,16,2026-06-25,Delivered,UPI,7847.07,2026-06-24 22:55:37.656727,2026-06-24 22:55:37.656727
51220,4195,3,2026-06-25,Delivered,Debit Card,8093.2,2026-06-24 22:55:37.656730,2026-06-24 22:55:37.656730
51221,106,45,2026-06-25,Delivered,UPI,13218.37,2026-06-24 22:55:37.656734,2026-06-24 22:55:37.656734
51222,2543,43,2026-06-25,Delivered,Net Banking,12894.19,2026-06-24 22:55:37.656737,2026-06-24 22:55:37.656737
51223,1128,7,2026-06-25,Delivered,UPI,7550.08,2026-06-24 22:55:37.656741,2026-06-24 22:55:37.656741
51224,1831,21,2026-06-25,Shipped,UPI,2809.41,2026-06-24 22:55:37.656745,2026-06-24 22:55:37.656745
51225,2985,7,2026-06-25,Delivered,UPI,7059.6,2026-06-24 22:55:37.656749,2026-06-24 22:55:37.656749
51226,529,29,2026-06-25,Delivered,UPI,5825.96,2026-06-24 22:55:37.656752,2026-06-24 22:55:37.656752
51227,2726,49,2026-06-25,Processing,Credit Card,14034.79,2026-06-24 22:55:37.656755,2026-06-24 22:55:37.656755
51228,2865,14,2026-06-25,Delivered,UPI,1276.04,2026-06-24 22:55:37.656759,2026-06-24 22:55:37.656759
51229,4367,41,2026-06-25,Delivered,Net Banking,14977.06,2026-06-24 22:55:37.656762,2026-06-24 22:55:37.656762
51230,1302,45,2026-06-25,Delivered,Credit Card,7723.12,2026-06-24 22:55:37.656766,2026-06-24 22:55:37.656766
51231,2092,16,2026-06-25,Delivered,Cash,5523.04,2026-06-24 22:55:37.656770,2026-06-24 22:55:37.656770
51232,1746,22,2026-06-25,Delivered,UPI,8858.16,2026-06-24 22:55:37.656773,2026-06-24 22:55:37.656773
51233,4178,8,2026-06-25,Delivered,UPI,3570.42,2026-06-24 22:55:37.656776,2026-06-24 22:55:37.656776
51234,3383,24,2026-06-25,Shipped,Credit Card,3047.02,2026-06-24 22:55:37.656780,2026-06-24 22:55:37.656780
51235,4625,6,2026-06-25,Delivered,UPI,3092.41,2026-06-24 22:55:37.656783,2026-06-24 22:55:37.656783
51236,3021,2,2026-06-25,Delivered,Credit Card,734.96,2026-06-24 22:55:37.656787,2026-06-24 22:55:37.656787
51237,3923,20,2026-06-25,Delivered,Credit Card,7528.94,2026-06-24 22:55:37.656790,2026-06-24 22:55:37.656790
51238,2403,17,2026-06-25,Delivered,UPI,8450.93,2026-06-24 22:55:37.656793,2026-06-24 22:55:37.656793
51239,1325,30,2026-06-25,Delivered,Credit Card,12486.78,2026-06-24 22:55:37.656797,2026-06-24 22:55:37.656797
51240,3037,28,2026-06-25,Delivered,UPI,839.75,2026-06-24 22:55:37.656800,2026-06-24 22:55:37.656800
51241,1717,7,2026-06-25,Processing,UPI,13316.42,2026-06-24 22:55:37.656804,2026-06-24 22:55:37.656804
51242,3627,39,2026-06-25,Delivered,UPI,9400.14,2026-06-24 22:55:37.656807,2026-06-24 22:55:37.656807
51243,1719,7,2026-06-25,Delivered,Net Banking,8327.49,2026-06-24 22:55:37.656810,2026-06-24 22:55:37.656810
51244,522,37,2026-06-25,Delivered,Credit Card,7484.48,2026-06-24 22:55:37.656814,2026-06-24 22:55:37.656814
51245,4041,33,2026-06-25,Delivered,Net Banking,11600.68,2026-06-24 22:55:37.656817,2026-06-24 22:55:37.656817
51246,54,38,2026-06-25,Delivered,UPI,4790.6,2026-06-24 22:55:37.656823,2026-06-24 22:55:37.656823
51247,717,47,2026-06-25,Processing,UPI,1234.93,2026-06-24 22:55:37.656827,2026-06-24 22:55:37.656827
51248,4050,41,2026-06-25,Delivered,UPI,9655.94,2026-06-24 22:55:37.656830,2026-06-24 22:55:37.656830
51249,5004,10,2026-06-25,Delivered,UPI,2173.6,2026-06-24 22:55:37.656833,2026-06-24 22:55:37.656833
51250,160,23,2026-06-25,Delivered,Credit Card,520.98,2026-06-24 22:55:37.656837,2026-06-24 22:55:37.656837
51251,4581,11,2026-06-25,Delivered,UPI,3861.57,2026-06-24 22:55:37.656840,2026-06-24 22:55:37.656840
51252,3561,48,2026-06-25,Shipped,Debit Card,7854.61,2026-06-24 22:55:37.656844,2026-06-24 22:55:37.656844
51253,3296,49,2026-06-25,Delivered,UPI,1217.55,2026-06-24 22:55:37.656847,2026-06-24 22:55:37.656847
51254,3814,35,2026-06-25,Delivered,Debit Card,12501.14,2026-06-24 22:55:37.656850,2026-06-24 22:55:37.656850
51255,1221,48,2026-06-25,Delivered,UPI,10914.49,2026-06-24 22:55:37.656854,2026-06-24 22:55:37.656854
51256,4539,33,2026-06-25,Delivered,UPI,8347.67,2026-06-24 22:55:37.656857,2026-06-24 22:55:37.656857
51257,4322,41,2026-06-25,Returned,UPI,14673.45,2026-06-24 22:55:37.656860,2026-06-24 22:55:37.656860
51258,3836,26,2026-06-25,Delivered,Credit Card,14362.91,2026-06-24 22:55:37.656864,2026-06-24 22:55:37.656864
51259,4164,7,2026-06-25,Delivered,UPI,9862.31,2026-06-24 22:55:37.656867,2026-06-24 22:55:37.656867
51260,3043,5,2026-06-25,Processing,UPI,12474.03,2026-06-24 22:55:37.656870,2026-06-24 22:55:37.656870
51261,2181,4,2026-06-25,Delivered,UPI,7292.23,2026-06-24 22:55:37.656874,2026-06-24 22:55:37.656874
51262,844,39,2026-06-25,Delivered,Debit Card,9795.74,2026-06-24 22:55:37.656877,2026-06-24 22:55:37.656877
51263,3243,36,2026-06-25,Delivered,Debit Card,14547.77,2026-06-24 22:55:37.656880,2026-06-24 22:55:37.656880
51264,4983,49,2026-06-25,Delivered,UPI,13877.19,2026-06-24 22:55:37.656884,2026-06-24 22:55:37.656884
51265,4190,22,2026-06-25,Cancelled,UPI,6016.32,2026-06-24 22:55:37.656887,2026-06-24 22:55:37.656887
51266,2111,42,2026-06-25,Delivered,UPI,14462.38,2026-06-24 22:55:37.656890,2026-06-24 22:55:37.656890
51267,2626,35,2026-06-25,Delivered,Debit Card,7148.43,2026-06-24 22:55:37.656894,2026-06-24 22:55:37.656894
51268,110,16,2026-06-25,Delivered,UPI,3435.33,2026-06-24 22:55:37.656899,2026-06-24 22:55:37.656899
51269,4762,11,2026-06-25,Delivered,Debit Card,9583.14,2026-06-24 22:55:37.656903,2026-06-24 22:55:37.656903
51270,3201,40,2026-06-25,Delivered,UPI,2041.33,2026-06-24 22:55:37.656907,2026-06-24 22:55:37.656907
51271,531,47,2026-06-25,Shipped,UPI,4237.59,2026-06-24 22:55:37.656910,2026-06-24 22:55:37.656910
51272,3412,4,2026-06-25,Processing,UPI,9627.01,2026-06-24 22:55:37.656914,2026-06-24 22:55:37.656914
51273,3344,30,2026-06-25,Delivered,Net Banking,10650.95,2026-06-24 22:55:37.656917,2026-06-24 22:55:37.656917
