order_item_id,order_id,product_id,quantity,unit_price,discount,line_total,created_timestamp,updated_timestamp
156094,52015,197,3,4493.85,0.25,10111.16,2026-06-24 22:55:39.891231,2026-06-24 22:55:39.891231
156095,52015,105,3,4464.76,0.15,11385.14,2026-06-24 22:55:39.891530,2026-06-24 22:55:39.891530
156096,52015,33,1,33831.62,0.3,23682.13,2026-06-24 22:55:39.891823,2026-06-24 22:55:39.891823
156097,52016,253,3,4504.63,0.05,12838.2,2026-06-24 22:55:39.892167,2026-06-24 22:55:39.892167
156098,52016,133,2,3215.09,0.15,5465.65,2026-06-24 22:55:39.892462,2026-06-24 22:55:39.892462
156099,52016,135,2,1275.21,0.05,2422.9,2026-06-24 22:55:39.892758,2026-06-24 22:55:39.892758
156100,52016,89,1,3347.12,0.3,2342.98,2026-06-24 22:55:39.893063,2026-06-24 22:55:39.893063
156101,52017,262,2,1128.16,0.0,2256.32,2026-06-24 22:55:39.893444,2026-06-24 22:55:39.893444
156102,52017,384,1,18256.97,0.3,12779.88,2026-06-24 22:55:39.893749,2026-06-24 22:55:39.893749
156103,52017,132,2,438.94,0.0,877.88,2026-06-24 22:55:39.894062,2026-06-24 22:55:39.894062
156104,52018,196,1,3223.38,0.1,2901.04,2026-06-24 22:55:39.894425,2026-06-24 22:55:39.894425
156105,52018,133,1,3215.09,0.3,2250.56,2026-06-24 22:55:39.894724,2026-06-24 22:55:39.894724
156106,52018,339,3,27431.57,0.1,74065.24,2026-06-24 22:55:39.895030,2026-06-24 22:55:39.895030
156107,52018,55,3,43247.67,0.05,123255.86,2026-06-24 22:55:39.895326,2026-06-24 22:55:39.895326
156108,52019,343,1,1754.97,0.25,1316.23,2026-06-24 22:55:39.895670,2026-06-24 22:55:39.895670
156109,52019,478,3,3133.89,0.1,8461.5,2026-06-24 22:55:39.895966,2026-06-24 22:55:39.895966
156110,52019,197,3,4493.85,0.05,12807.47,2026-06-24 22:55:39.896261,2026-06-24 22:55:39.896261
156111,52020,403,2,14228.84,0.0,28457.68,2026-06-24 22:55:39.896597,2026-06-24 22:55:39.896597
156112,52020,465,1,3286.83,0.3,2300.78,2026-06-24 22:55:39.896899,2026-06-24 22:55:39.896899
156113,52020,262,3,1128.16,0.1,3046.03,2026-06-24 22:55:39.897192,2026-06-24 22:55:39.897192
156114,52020,309,2,9144.76,0.2,14631.62,2026-06-24 22:55:39.897483,2026-06-24 22:55:39.897483
156115,52021,368,3,16985.54,0.25,38217.47,2026-06-24 22:55:39.897876,2026-06-24 22:55:39.897876
156116,52021,237,3,2981.55,0.05,8497.42,2026-06-24 22:55:39.898179,2026-06-24 22:55:39.898179
156117,52021,317,1,2012.86,0.25,1509.64,2026-06-24 22:55:39.898478,2026-06-24 22:55:39.898478
156118,52022,476,3,409.53,0.25,921.44,2026-06-24 22:55:39.898820,2026-06-24 22:55:39.898820
156119,52022,151,3,1053.53,0.25,2370.44,2026-06-24 22:55:39.899129,2026-06-24 22:55:39.899129
156120,52022,139,1,3173.42,0.15,2697.41,2026-06-24 22:55:39.899423,2026-06-24 22:55:39.899423
156121,52023,369,2,12795.08,0.1,23031.14,2026-06-24 22:55:39.899761,2026-06-24 22:55:39.899761
156122,52024,51,2,3080.38,0.2,4928.61,2026-06-24 22:55:39.900095,2026-06-24 22:55:39.900095
156123,52024,230,1,3413.51,0.05,3242.83,2026-06-24 22:55:39.900388,2026-06-24 22:55:39.900388
156124,52024,231,2,4788.47,0.25,7182.7,2026-06-24 22:55:39.900683,2026-06-24 22:55:39.900683
156125,52025,387,1,10884.69,0.05,10340.46,2026-06-24 22:55:39.901031,2026-06-24 22:55:39.901031
156126,52025,227,2,4118.3,0.15,7001.11,2026-06-24 22:55:39.901322,2026-06-24 22:55:39.901322
156127,52026,288,3,2711.18,0.2,6506.83,2026-06-24 22:55:39.901655,2026-06-24 22:55:39.901655
156128,52026,463,1,3351.41,0.1,3016.27,2026-06-24 22:55:39.901948,2026-06-24 22:55:39.901948
156129,52027,65,1,9671.88,0.3,6770.32,2026-06-24 22:55:39.902283,2026-06-24 22:55:39.902283
156130,52027,144,3,537.81,0.3,1129.4,2026-06-24 22:55:39.902573,2026-06-24 22:55:39.902573
156131,52027,163,1,3369.31,0.0,3369.31,2026-06-24 22:55:39.902897,2026-06-24 22:55:39.902897
156132,52028,283,3,655.16,0.1,1768.93,2026-06-24 22:55:39.903234,2026-06-24 22:55:39.903234
156133,52028,456,3,12290.53,0.0,36871.59,2026-06-24 22:55:39.903528,2026-06-24 22:55:39.903528
156134,52028,409,3,7826.44,0.0,23479.32,2026-06-24 22:55:39.903826,2026-06-24 22:55:39.903826
156135,52029,449,3,11795.91,0.0,35387.73,2026-06-24 22:55:39.904162,2026-06-24 22:55:39.904162
156136,52029,379,2,8671.0,0.3,12139.4,2026-06-24 22:55:39.904452,2026-06-24 22:55:39.904452
156137,52030,28,3,55833.07,0.05,159124.25,2026-06-24 22:55:39.904790,2026-06-24 22:55:39.904790
156138,52031,475,2,1019.57,0.0,2039.14,2026-06-24 22:55:39.905137,2026-06-24 22:55:39.905137
156139,52032,343,1,1754.97,0.3,1228.48,2026-06-24 22:55:39.905474,2026-06-24 22:55:39.905474
156140,52033,257,1,381.0,0.05,361.95,2026-06-24 22:55:39.905811,2026-06-24 22:55:39.905811
156141,52034,234,3,1179.47,0.05,3361.49,2026-06-24 22:55:39.906145,2026-06-24 22:55:39.906145
156142,52034,254,3,2194.34,0.25,4937.27,2026-06-24 22:55:39.906439,2026-06-24 22:55:39.906439
156143,52034,68,1,41655.67,0.25,31241.75,2026-06-24 22:55:39.906732,2026-06-24 22:55:39.906732
156144,52034,172,3,4155.37,0.25,9349.58,2026-06-24 22:55:39.907041,2026-06-24 22:55:39.907041
156145,52034,350,1,25645.07,0.15,21798.31,2026-06-24 22:55:39.907339,2026-06-24 22:55:39.907339
156146,52035,141,2,1891.54,0.15,3215.62,2026-06-24 22:55:39.907673,2026-06-24 22:55:39.907673
156147,52035,216,2,3180.3,0.1,5724.54,2026-06-24 22:55:39.907968,2026-06-24 22:55:39.907968
156148,52035,128,2,2261.85,0.3,3166.59,2026-06-24 22:55:39.908261,2026-06-24 22:55:39.908261
156149,52035,264,1,1087.54,0.15,924.41,2026-06-24 22:55:39.908555,2026-06-24 22:55:39.908555
156150,52035,422,1,5463.64,0.0,5463.64,2026-06-24 22:55:39.908846,2026-06-24 22:55:39.908846
156151,52036,286,2,2854.46,0.25,4281.69,2026-06-24 22:55:39.909192,2026-06-24 22:55:39.909192
156152,52036,400,3,3201.48,0.25,7203.33,2026-06-24 22:55:39.909487,2026-06-24 22:55:39.909487
156153,52036,16,2,56206.89,0.25,84310.34,2026-06-24 22:55:39.909776,2026-06-24 22:55:39.909776
156154,52036,183,2,3544.15,0.05,6733.88,2026-06-24 22:55:39.910064,2026-06-24 22:55:39.910064
156155,52037,61,2,46044.22,0.0,92088.44,2026-06-24 22:55:39.910399,2026-06-24 22:55:39.910399
156156,52038,150,3,1739.64,0.2,4175.14,2026-06-24 22:55:39.910736,2026-06-24 22:55:39.910736
156157,52038,327,2,28849.36,0.0,57698.72,2026-06-24 22:55:39.911073,2026-06-24 22:55:39.911073
156158,52039,196,2,3223.38,0.05,6124.42,2026-06-24 22:55:39.911408,2026-06-24 22:55:39.911408
156159,52039,62,2,58763.63,0.2,94021.81,2026-06-24 22:55:39.911703,2026-06-24 22:55:39.911703
156160,52040,49,2,68074.99,0.05,129342.48,2026-06-24 22:55:39.912036,2026-06-24 22:55:39.912036
156161,52040,464,3,1867.86,0.05,5323.4,2026-06-24 22:55:39.912326,2026-06-24 22:55:39.912326
156162,52040,444,3,7115.82,0.3,14943.22,2026-06-24 22:55:39.912614,2026-06-24 22:55:39.912614
156163,52041,348,3,10036.04,0.25,22581.09,2026-06-24 22:55:39.912956,2026-06-24 22:55:39.912956
156164,52041,53,3,7486.65,0.15,19090.96,2026-06-24 22:55:39.913248,2026-06-24 22:55:39.913248
156165,52041,34,3,71416.65,0.15,182112.46,2026-06-24 22:55:39.913596,2026-06-24 22:55:39.913596
156166,52041,381,2,22971.39,0.2,36754.22,2026-06-24 22:55:39.913918,2026-06-24 22:55:39.913918
156167,52041,380,2,15903.48,0.15,27035.92,2026-06-24 22:55:39.914213,2026-06-24 22:55:39.914213
156168,52042,250,2,2017.4,0.15,3429.58,2026-06-24 22:55:39.914565,2026-06-24 22:55:39.914565
156169,52042,337,1,2496.65,0.05,2371.82,2026-06-24 22:55:39.914865,2026-06-24 22:55:39.914865
156170,52042,306,1,2167.5,0.05,2059.12,2026-06-24 22:55:39.915177,2026-06-24 22:55:39.915177
156171,52042,311,1,18209.83,0.3,12746.88,2026-06-24 22:55:39.915470,2026-06-24 22:55:39.915470
156172,52043,484,2,1649.71,0.25,2474.56,2026-06-24 22:55:39.915806,2026-06-24 22:55:39.915806
156173,52043,222,1,4498.92,0.2,3599.14,2026-06-24 22:55:39.916101,2026-06-24 22:55:39.916101
156174,52043,174,1,4598.14,0.0,4598.14,2026-06-24 22:55:39.916391,2026-06-24 22:55:39.916391
156175,52043,289,2,636.29,0.1,1145.32,2026-06-24 22:55:39.916685,2026-06-24 22:55:39.916685
156176,52044,35,2,63558.61,0.05,120761.36,2026-06-24 22:55:39.917041,2026-06-24 22:55:39.917041
156177,52044,305,1,11093.07,0.15,9429.11,2026-06-24 22:55:39.917335,2026-06-24 22:55:39.917335
156178,52044,215,1,3603.51,0.0,3603.51,2026-06-24 22:55:39.917627,2026-06-24 22:55:39.917627
156179,52045,248,2,4603.88,0.0,9207.76,2026-06-24 22:55:39.917962,2026-06-24 22:55:39.917962
156180,52045,343,2,1754.97,0.1,3158.95,2026-06-24 22:55:39.918253,2026-06-24 22:55:39.918253
156181,52045,75,1,32552.23,0.2,26041.78,2026-06-24 22:55:39.918544,2026-06-24 22:55:39.918544
156182,52045,235,3,3685.32,0.3,7739.17,2026-06-24 22:55:39.918834,2026-06-24 22:55:39.918834
156183,52046,271,3,1979.42,0.15,5047.52,2026-06-24 22:55:39.919207,2026-06-24 22:55:39.919207
156184,52046,120,2,4682.56,0.05,8896.86,2026-06-24 22:55:39.919503,2026-06-24 22:55:39.919503
156185,52046,354,2,2194.59,0.0,4389.18,2026-06-24 22:55:39.919796,2026-06-24 22:55:39.919796
156186,52046,320,1,21082.01,0.25,15811.51,2026-06-24 22:55:39.920091,2026-06-24 22:55:39.920091
156187,52046,153,3,4697.09,0.1,12682.14,2026-06-24 22:55:39.920382,2026-06-24 22:55:39.920382
156188,52047,304,2,5712.56,0.3,7997.58,2026-06-24 22:55:39.920722,2026-06-24 22:55:39.920722
156189,52047,435,2,-9813.17,0.05,-18645.02,2026-06-24 22:55:39.921032,2026-06-24 22:55:39.921032
156190,52048,68,3,41655.67,0.3,87476.91,2026-06-24 22:55:39.921368,2026-06-24 22:55:39.921368
156191,52049,444,2,7115.82,0.05,13520.06,2026-06-24 22:55:39.921699,2026-06-24 22:55:39.921699
156192,52049,144,2,537.81,0.3,752.93,2026-06-24 22:55:39.921989,2026-06-24 22:55:39.921989
156193,52049,20,1,12576.25,0.2,10061.0,2026-06-24 22:55:39.922277,2026-06-24 22:55:39.922277
156194,52049,233,3,1234.19,0.1,3332.31,2026-06-24 22:55:39.922568,2026-06-24 22:55:39.922568
156195,52049,169,3,3548.9,0.2,8517.36,2026-06-24 22:55:39.922854,2026-06-24 22:55:39.922854
156196,52050,323,2,7921.64,0.05,15051.12,2026-06-24 22:55:39.923202,2026-06-24 22:55:39.923202
156197,52050,301,1,24139.17,0.25,18104.38,2026-06-24 22:55:39.923502,2026-06-24 22:55:39.923502
156198,52050,34,1,71416.65,0.2,57133.32,2026-06-24 22:55:39.923796,2026-06-24 22:55:39.923796
156199,52050,88,1,73043.68,0.0,73043.68,2026-06-24 22:55:39.924087,2026-06-24 22:55:39.924087
156200,52051,13,3,32786.07,0.0,98358.21,2026-06-24 22:55:39.924421,2026-06-24 22:55:39.924421
156201,52052,333,3,25271.98,0.2,60652.75,2026-06-24 22:55:39.924752,2026-06-24 22:55:39.924752
156202,52053,432,3,13469.76,0.3,28286.5,2026-06-24 22:55:39.925103,2026-06-24 22:55:39.925103
156203,52053,213,2,754.52,0.25,1131.78,2026-06-24 22:55:39.925400,2026-06-24 22:55:39.925400
156204,52054,315,1,10593.11,0.0,10593.11,2026-06-24 22:55:39.925739,2026-06-24 22:55:39.925739
156205,52054,274,3,2525.68,0.3,5303.93,2026-06-24 22:55:39.926030,2026-06-24 22:55:39.926030
156206,52054,189,1,2636.82,0.15,2241.3,2026-06-24 22:55:39.926323,2026-06-24 22:55:39.926323
156207,52055,234,3,1179.47,0.0,3538.41,2026-06-24 22:55:39.926655,2026-06-24 22:55:39.926655
156208,52055,47,1,33896.95,0.2,27117.56,2026-06-24 22:55:39.926953,2026-06-24 22:55:39.926953
156209,52056,160,3,2244.41,0.1,6059.91,2026-06-24 22:55:39.927294,2026-06-24 22:55:39.927294
156210,52056,116,1,4957.71,0.0,4957.71,2026-06-24 22:55:39.927612,2026-06-24 22:55:39.927612
156211,52056,371,1,13417.45,0.05,12746.58,2026-06-24 22:55:39.927908,2026-06-24 22:55:39.927908
156212,52056,480,1,2060.65,0.15,1751.55,2026-06-24 22:55:39.928201,2026-06-24 22:55:39.928201
156213,52056,117,2,3767.46,0.1,6781.43,2026-06-24 22:55:39.928494,2026-06-24 22:55:39.928494
156214,52057,25,2,25018.0,0.0,50036.0,2026-06-24 22:55:39.928837,2026-06-24 22:55:39.928837
156215,52057,106,3,369.79,0.2,887.5,2026-06-24 22:55:39.929159,2026-06-24 22:55:39.929159
156216,52057,374,2,7029.06,0.1,12652.31,2026-06-24 22:55:39.929516,2026-06-24 22:55:39.929516
156217,52058,110,2,4998.97,0.0,9997.94,2026-06-24 22:55:39.929855,2026-06-24 22:55:39.929855
156218,52058,197,2,4493.85,0.3,6291.39,2026-06-24 22:55:39.930150,2026-06-24 22:55:39.930150
156219,52058,229,2,1797.42,0.05,3415.1,2026-06-24 22:55:39.930457,2026-06-24 22:55:39.930457
156220,52058,194,3,2801.19,0.0,8403.57,2026-06-24 22:55:39.930748,2026-06-24 22:55:39.930748
156221,52059,464,3,1867.86,0.1,5043.22,2026-06-24 22:55:39.931104,2026-06-24 22:55:39.931104
156222,52060,467,2,2291.56,0.0,4583.12,2026-06-24 22:55:39.931441,2026-06-24 22:55:39.931441
156223,52061,6,1,4009.4,0.15,3407.99,2026-06-24 22:55:39.931777,2026-06-24 22:55:39.931777
156224,52062,464,1,1867.86,0.15,1587.68,2026-06-24 22:55:39.932111,2026-06-24 22:55:39.932111
156225,52062,164,1,4888.12,0.0,4888.12,2026-06-24 22:55:39.932402,2026-06-24 22:55:39.932402
156226,52062,401,2,816.89,0.1,1470.4,2026-06-24 22:55:39.932691,2026-06-24 22:55:39.932691
156227,52063,349,1,14387.98,0.15,12229.78,2026-06-24 22:55:39.933038,2026-06-24 22:55:39.933038
156228,52063,30,1,75713.71,0.15,64356.65,2026-06-24 22:55:39.933335,2026-06-24 22:55:39.933335
156229,52063,249,3,324.38,0.05,924.48,2026-06-24 22:55:39.933628,2026-06-24 22:55:39.933628
156230,52063,430,2,11323.23,0.0,22646.46,2026-06-24 22:55:39.933920,2026-06-24 22:55:39.933920
156231,52064,420,1,10105.2,0.25,7578.9,2026-06-24 22:55:39.934254,2026-06-24 22:55:39.934254
156232,52064,334,3,7686.06,0.0,23058.18,2026-06-24 22:55:39.934545,2026-06-24 22:55:39.934545
156233,52064,500,2,835.48,0.15,1420.32,2026-06-24 22:55:39.934835,2026-06-24 22:55:39.934835
156234,52064,134,2,3039.32,0.0,6078.64,2026-06-24 22:55:39.935139,2026-06-24 22:55:39.935139
156235,52065,44,1,60438.79,0.3,42307.15,2026-06-24 22:55:39.935472,2026-06-24 22:55:39.935472
156236,52066,403,2,14228.84,0.0,28457.68,2026-06-24 22:55:39.935812,2026-06-24 22:55:39.935812
156237,52067,99,1,2656.32,0.2,2125.06,2026-06-24 22:55:39.936145,2026-06-24 22:55:39.936145
156238,52068,40,2,29514.92,0.3,41320.89,2026-06-24 22:55:39.936483,2026-06-24 22:55:39.936483
156239,52068,252,1,2948.73,0.05,2801.29,2026-06-24 22:55:39.936780,2026-06-24 22:55:39.936780
156240,52068,351,1,21043.6,0.15,17887.06,2026-06-24 22:55:39.937087,2026-06-24 22:55:39.937087
156241,52069,280,2,586.83,0.2,938.93,2026-06-24 22:55:39.937419,2026-06-24 22:55:39.937419
156242,52069,8,1,15029.46,0.2,12023.57,2026-06-24 22:55:39.937740,2026-06-24 22:55:39.937740
156243,52069,204,1,329.5,0.0,329.5,2026-06-24 22:55:39.938033,2026-06-24 22:55:39.938033
156244,52070,328,1,9343.91,0.25,7007.93,2026-06-24 22:55:39.938405,2026-06-24 22:55:39.938405
156245,52071,18,1,6766.99,0.1,6090.29,2026-06-24 22:55:39.938781,2026-06-24 22:55:39.938781
156246,52072,102,3,4879.16,0.25,10978.11,2026-06-24 22:55:39.939147,2026-06-24 22:55:39.939147
156247,52073,272,3,1545.23,0.1,4172.12,2026-06-24 22:55:39.939485,2026-06-24 22:55:39.939485
156248,52073,221,1,437.45,0.0,437.45,2026-06-24 22:55:39.939794,2026-06-24 22:55:39.939794
156249,52073,374,2,7029.06,0.3,9840.68,2026-06-24 22:55:39.940099,2026-06-24 22:55:39.940099
156250,52073,335,2,7034.89,0.05,13366.29,2026-06-24 22:55:39.940397,2026-06-24 22:55:39.940397
156251,52074,276,2,3328.28,0.25,4992.42,2026-06-24 22:55:39.940748,2026-06-24 22:55:39.940748
156252,52074,211,3,3148.12,0.15,8027.71,2026-06-24 22:55:39.941375,2026-06-24 22:55:39.941375
156253,52074,401,3,816.89,0.15,2083.07,2026-06-24 22:55:39.941785,2026-06-24 22:55:39.941785
156254,52074,367,3,13736.67,0.2,32968.01,2026-06-24 22:55:39.942253,2026-06-24 22:55:39.942253
156255,52075,405,1,5083.97,0.1,4575.57,2026-06-24 22:55:39.942658,2026-06-24 22:55:39.942658
156256,52075,393,3,12701.74,0.2,30484.18,2026-06-24 22:55:39.942968,2026-06-24 22:55:39.942968
156257,52075,436,1,12885.8,0.05,12241.51,2026-06-24 22:55:39.943275,2026-06-24 22:55:39.943275
156258,52076,40,3,29514.92,0.3,61981.33,2026-06-24 22:55:39.943640,2026-06-24 22:55:39.943640
156259,52076,342,3,28400.03,0.25,63900.07,2026-06-24 22:55:39.943938,2026-06-24 22:55:39.943938
156260,52076,208,2,3056.27,0.25,4584.4,2026-06-24 22:55:39.944256,2026-06-24 22:55:39.944256
156261,52077,182,3,479.84,0.0,1439.52,2026-06-24 22:55:39.944597,2026-06-24 22:55:39.944597
156262,52078,466,1,2195.28,0.15,1865.99,2026-06-24 22:55:39.944934,2026-06-24 22:55:39.944934
156263,52078,371,2,13417.45,0.1,24151.41,2026-06-24 22:55:39.945688,2026-06-24 22:55:39.945688
156264,52078,79,1,37185.37,0.15,31607.56,2026-06-24 22:55:39.946078,2026-06-24 22:55:39.946078
156265,52079,497,3,2139.81,0.15,5456.52,2026-06-24 22:55:39.946485,2026-06-24 22:55:39.946485
156266,52080,24,2,71712.52,0.1,129082.54,2026-06-24 22:55:39.946831,2026-06-24 22:55:39.946831
156267,52080,497,2,2139.81,0.0,4279.62,2026-06-24 22:55:39.947186,2026-06-24 22:55:39.947186
156268,52080,434,1,12710.37,0.05,12074.85,2026-06-24 22:55:39.947497,2026-06-24 22:55:39.947497
156269,52080,73,1,18092.78,0.3,12664.95,2026-06-24 22:55:39.947792,2026-06-24 22:55:39.947792
156270,52081,87,1,44501.67,0.2,35601.34,2026-06-24 22:55:39.948128,2026-06-24 22:55:39.948128
156271,52081,255,2,3237.44,0.15,5503.65,2026-06-24 22:55:39.948420,2026-06-24 22:55:39.948420
156272,52081,309,2,9144.76,0.25,13717.14,2026-06-24 22:55:39.948712,2026-06-24 22:55:39.948712
156273,52081,281,1,4088.0,0.3,2861.6,2026-06-24 22:55:39.949008,2026-06-24 22:55:39.949008
156274,52082,365,3,17506.51,0.15,44641.6,2026-06-24 22:55:39.949576,2026-06-24 22:55:39.949576
156275,52082,223,1,574.26,0.1,516.83,2026-06-24 22:55:39.949982,2026-06-24 22:55:39.949982
156276,52083,133,3,3215.09,0.0,9645.27,2026-06-24 22:55:39.950370,2026-06-24 22:55:39.950370
156277,52083,311,2,18209.83,0.0,36419.66,2026-06-24 22:55:39.950672,2026-06-24 22:55:39.950672
156278,52083,152,2,1886.22,0.2,3017.95,2026-06-24 22:55:39.950996,2026-06-24 22:55:39.950996
156279,52084,17,2,47213.49,0.3,66098.89,2026-06-24 22:55:39.951350,2026-06-24 22:55:39.951350
156280,52085,163,1,3369.31,0.05,3200.84,2026-06-24 22:55:39.951689,2026-06-24 22:55:39.951689
156281,52085,231,3,4788.47,0.0,14365.41,2026-06-24 22:55:39.951989,2026-06-24 22:55:39.951989
156282,52085,56,2,42715.47,0.05,81159.39,2026-06-24 22:55:39.952288,2026-06-24 22:55:39.952288
156283,52085,292,1,2953.39,0.25,2215.04,2026-06-24 22:55:39.952588,2026-06-24 22:55:39.952588
156284,52085,485,3,3556.78,0.3,7469.24,2026-06-24 22:55:39.952891,2026-06-24 22:55:39.952891
156285,52086,161,1,1474.53,0.0,1474.53,2026-06-24 22:55:39.953250,2026-06-24 22:55:39.953250
156286,52086,183,1,3544.15,0.3,2480.91,2026-06-24 22:55:39.953543,2026-06-24 22:55:39.953543
156287,52086,375,2,21705.57,0.1,39070.03,2026-06-24 22:55:39.953839,2026-06-24 22:55:39.953839
156288,52086,225,2,3827.08,0.1,6888.74,2026-06-24 22:55:39.954132,2026-06-24 22:55:39.954132
156289,52086,427,1,7025.29,0.3,4917.7,2026-06-24 22:55:39.954442,2026-06-24 22:55:39.954442
156290,52087,73,1,18092.78,0.1,16283.5,2026-06-24 22:55:39.954778,2026-06-24 22:55:39.954778
156291,52087,132,1,438.94,0.2,351.15,2026-06-24 22:55:39.955086,2026-06-24 22:55:39.955086
156292,52087,20,1,12576.25,0.15,10689.81,2026-06-24 22:55:39.955377,2026-06-24 22:55:39.955377
156293,52087,391,3,14960.0,0.25,33660.0,2026-06-24 22:55:39.955668,2026-06-24 22:55:39.955668
156294,52087,220,3,1480.52,0.2,3553.25,2026-06-24 22:55:39.955965,2026-06-24 22:55:39.955965
156295,52088,89,2,3347.12,0.3,4685.97,2026-06-24 22:55:39.956305,2026-06-24 22:55:39.956305
156296,52088,77,2,56009.43,0.25,84014.14,2026-06-24 22:55:39.956598,2026-06-24 22:55:39.956598
156297,52089,28,3,55833.07,0.05,159124.25,2026-06-24 22:55:39.956944,2026-06-24 22:55:39.956944
156298,52089,442,1,6450.28,0.05,6127.77,2026-06-24 22:55:39.957234,2026-06-24 22:55:39.957234
156299,52089,68,2,41655.67,0.2,66649.07,2026-06-24 22:55:39.957532,2026-06-24 22:55:39.957532
156300,52089,420,2,10105.2,0.1,18189.36,2026-06-24 22:55:39.957840,2026-06-24 22:55:39.957840
156301,52089,12,2,12198.03,0.15,20736.65,2026-06-24 22:55:39.958132,2026-06-24 22:55:39.958132
156302,52090,365,1,17506.51,0.2,14005.21,2026-06-24 22:55:39.958471,2026-06-24 22:55:39.958471
156303,52090,164,1,4888.12,0.25,3666.09,2026-06-24 22:55:39.958762,2026-06-24 22:55:39.958762
156304,52090,486,1,1420.16,0.2,1136.13,2026-06-24 22:55:39.959067,2026-06-24 22:55:39.959067
156305,52090,50,2,61547.41,0.25,92321.12,2026-06-24 22:55:39.959357,2026-06-24 22:55:39.959357
156306,52091,453,3,8844.2,0.2,21226.08,2026-06-24 22:55:39.959700,2026-06-24 22:55:39.959700
156307,52091,347,1,29792.55,0.15,25323.67,2026-06-24 22:55:39.959996,2026-06-24 22:55:39.959996
156308,52091,224,1,4557.06,0.25,3417.8,2026-06-24 22:55:39.960288,2026-06-24 22:55:39.960288
156309,52091,456,1,12290.53,0.25,9217.9,2026-06-24 22:55:39.960581,2026-06-24 22:55:39.960581
156310,52092,11,3,10951.45,0.15,27926.2,2026-06-24 22:55:39.960924,2026-06-24 22:55:39.960924
156311,52092,314,3,12809.73,0.2,30743.35,2026-06-24 22:55:39.961216,2026-06-24 22:55:39.961216
156312,52092,166,2,994.51,0.25,1491.76,2026-06-24 22:55:39.961519,2026-06-24 22:55:39.961519
156313,52093,493,1,2238.92,0.1,2015.03,2026-06-24 22:55:39.961873,2026-06-24 22:55:39.961873
156314,52093,96,3,4094.94,0.25,9213.62,2026-06-24 22:55:39.962166,2026-06-24 22:55:39.962166
156315,52093,5,3,8437.51,0.1,22781.28,2026-06-24 22:55:39.962460,2026-06-24 22:55:39.962460
156316,52093,41,3,56811.32,0.05,161912.26,2026-06-24 22:55:39.962792,2026-06-24 22:55:39.962792
156317,52093,111,1,2181.27,0.25,1635.95,2026-06-24 22:55:39.963100,2026-06-24 22:55:39.963100
156318,52094,53,2,7486.65,0.3,10481.31,2026-06-24 22:55:39.963438,2026-06-24 22:55:39.963438
156319,52094,134,3,3039.32,0.0,9117.96,2026-06-24 22:55:39.963730,2026-06-24 22:55:39.963730
156320,52094,251,1,420.97,0.3,294.68,2026-06-24 22:55:39.964023,2026-06-24 22:55:39.964023
156321,52095,483,1,1934.06,0.2,1547.25,2026-06-24 22:55:39.964361,2026-06-24 22:55:39.964361
156322,52096,71,2,22392.08,0.1,40305.74,2026-06-24 22:55:39.964694,2026-06-24 22:55:39.964694
156323,52096,414,1,3168.99,0.3,2218.29,2026-06-24 22:55:39.965001,2026-06-24 22:55:39.965001
156324,52096,451,2,662.2,0.15,1125.74,2026-06-24 22:55:39.965290,2026-06-24 22:55:39.965290
156325,52096,385,3,10788.19,0.3,22655.2,2026-06-24 22:55:39.965590,2026-06-24 22:55:39.965590
156326,52097,235,1,3685.32,0.15,3132.52,2026-06-24 22:55:39.965925,2026-06-24 22:55:39.965925
156327,52097,298,2,16309.63,0.25,24464.44,2026-06-24 22:55:39.966222,2026-06-24 22:55:39.966222
156328,52097,437,3,12244.68,0.3,25713.83,2026-06-24 22:55:39.966512,2026-06-24 22:55:39.966512
156329,52097,267,2,3859.25,0.2,6174.8,2026-06-24 22:55:39.966805,2026-06-24 22:55:39.966805
156330,52097,43,2,44560.97,0.0,89121.94,2026-06-24 22:55:39.967111,2026-06-24 22:55:39.967111
156331,52098,37,3,58356.11,0.25,131301.25,2026-06-24 22:55:39.967451,2026-06-24 22:55:39.967451
156332,52098,117,1,3767.46,0.05,3579.09,2026-06-24 22:55:39.967744,2026-06-24 22:55:39.967744
156333,52098,345,3,13820.17,0.1,37314.46,2026-06-24 22:55:39.968042,2026-06-24 22:55:39.968042
156334,52098,189,2,2636.82,0.2,4218.91,2026-06-24 22:55:39.968335,2026-06-24 22:55:39.968335
156335,52099,67,2,54517.14,0.0,109034.28,2026-06-24 22:55:39.968675,2026-06-24 22:55:39.968675
156336,52099,343,2,1754.97,0.15,2983.45,2026-06-24 22:55:39.968987,2026-06-24 22:55:39.968987
156337,52100,247,3,1224.32,0.15,3122.02,2026-06-24 22:55:39.969329,2026-06-24 22:55:39.969329
156338,52100,128,3,2261.85,0.15,5767.72,2026-06-24 22:55:39.969625,2026-06-24 22:55:39.969625
156339,52100,95,1,4511.95,0.05,4286.35,2026-06-24 22:55:39.969917,2026-06-24 22:55:39.969917
156340,52100,279,3,3228.86,0.3,6780.61,2026-06-24 22:55:39.970208,2026-06-24 22:55:39.970208
156341,52101,248,3,4603.88,0.05,13121.06,2026-06-24 22:55:39.970549,2026-06-24 22:55:39.970549
156342,52101,415,3,5162.82,0.2,12390.77,2026-06-24 22:55:39.970844,2026-06-24 22:55:39.970844
